1,2022-10-17 17:55:37.921223 +00:00,2022,USA,United States GP,https://www.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/USA%20carbon.png.transform/8col-retina/image.png,19,2022-10-22,2022-10-24,usa-track.png
2,2022-10-18 02:54:34.174936 +00:00,2022,Mexico,Mexico City GP,https://www.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Mexico%20carbon.png.transform/8col-retina/image.png,20,2022-10-29,2022-10-31,mexico-track.png
4,2022-10-18 03:00:23.309659 +00:00,2022,UAE,Abu Dhabi GP,https://www.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Abu%20Dhab%20carbon.png.transform/8col-retina/image.png,22,2022-11-18,2022-11-20,abu-dhabi-track.png
3,2022-10-18 02:58:09.076785 +00:00,2022,Brazil,Brazillian GP,https://www.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Brazil%20carbon.png.transform/8col-retina/image.png,21,2022-11-11,2022-11-14,brazil-track.png
